19 anf=bc+abc+cd+acd+abcd+bce+abce+cde+f+bf+abf+cf+bdf+abef+bcef+def+cdef+acdef+ag+bg+cg+bcg+bdg+aeg+abeg+ceg+abdeg+cdeg+fg+acfg+abcfg+dfg+bdfg+abcdefg
17 anf=c+ac+bc+abc+bd+abd+cd+acd+bcd+abcd+ade+bde+abde+acde+cf+bcf+bdf+cdf+aef+bcef+bdef+acdef+cg+acg+bcg+cdg+eg+beg+aceg+abdeg+cdeg+fg+afg+bfg+cfg+abcfg+bdfg+abcdefg
17 anf=ac+d+ad+bd+acd+abcd+abe+ace+abce+de+ade+bde+abde+cde+cf+bcf+df+adf+bdf+cdf+cef+bcef+def+adef+bdef+acdef+bg+acg+bcg+abcg+cdg+beg+abeg+ceg+abdeg+cdeg+fg+abcfg+dfg+bdfg+efg+abcdefg
17 anf=+a+ab+c+bd+abd+bcd+abcd+be+abe+bce+de+cde+acde+abf+acf+ef+aef+bef+abef+cef+acef+bcef+def+cdef+acdef+g+ag+bg+abg+cg+bcg+bdg+cdg+abeg+deg+abdeg+cdeg+fg+afg+cfg+abcfg+dfg+bdfg+abcdefg
17 anf=a+b+c+bc+ad+bd+acd+abcd+abe+bce+cde+acde+af+bf+abf+abcf+bdf+cdf+acef+bcef+adef+cdef+acdef+g+abg+cg+bcg+adg+bdg+eg+aeg+abdeg+cdeg+fg+abcfg+bdfg+efg+abcdefg
17 anf=a+c+ac+bc+abc+d+bd+abd+bcd+abcd+ae+be+ace+bce+abce+de+abde+cde+af+cf+acf+abcf+df+bdf+ef+cef+acef+bcef+def+adef+cdef+acdef+ag+bg+abg+cg+acg+dg+aeg+beg+ceg+deg+abdeg+cdeg+fg+abcfg+dfg+bdfg+efg+abcdefg
17 anf=+a+b+ab+c+abc+d+bd+abd+cd+acd+abcd+e+ae+abe+ce+bce+abce+de+abde+f+af+cf+bcf+df+adf+cdf+ef+cef+acef+bcef+adef+cdef+acdef+ag+abg+bcg+adg+eg+deg+abdeg+cdeg+afg+bfg+abcfg+bdfg+efg+abcdefg
17 anf=ab+bc+d+ad+bd+bcd+abcd+e+ae+abe+ce+bce+abce+de+ade+bde+abf+bcf+df+adf+bdf+cdf+ef+cef+acef+bcef+def+adef+cdef+acdef+g+ag+bg+abg+cg+acg+dg+adg+cdg+aeg+beg+deg+abdeg+cdeg+fg+bfg+cfg+abcfg+dfg+bdfg+efg+abcdefg
17 anf=b+bc+bd+bcd+abe+bce+de+bde+abde+cde+bf+acf+bcf+abcf+df+aef+bef+abef+cef+acef+bcef+def+cdef+acdef+ag+bg+abg+cg+aeg+ceg+deg+abdeg+cdeg+fg+abcfg+dfg+bdfg+abcdefg
17 anf=bd+abd+acd+bcd+abcd+e+ae+be+abe+ce+ace+de+ade+cde+f+af+bf+abcf+df+abef+cef+acef+bcef+def+cdef+acdef+adg+bdg+cdg+eg+aeg+deg+abdeg+cdeg+fg+afg+bfg+abcfg+bdfg+abcdefg
17 anf=bc+acd+bcd+abcd+bce+abde+cde+abf+acf+bcf+bdf+abef+acef+bcef+cdef+acdef+ag+abg+acg+bcg+adg+abdeg+cdeg+fg+afg+bfg+cfg+abcfg+dfg+bdfg+efg+abcdefg
17 anf=+a+b+ab+ac+cd+bcd+abcd+e+be+abe+ce+ace+bce+abce+ade+bde+abde+cde+acde+f+abf+bcf+abcf+adf+bdf+ef+aef+acef+bcef+cdef+acdef+ag+abg+cg+acg+dg+bdg+eg+aeg+beg+ceg+abdeg+cdeg+bfg+cfg+abcfg+dfg+bdfg+efg+abcdefg
17 anf=abc+bd+abd+cd+acd+abcd+ae+be+ace+abce+de+acde+f+af+bf+abf+cf+acf+abcf+df+adf+cdf+ef+acef+bcef+def+cdef+acdef+ag+bdg+cdg+beg+ceg+deg+abdeg+cdeg+afg+abcfg+bdfg+abcdefg
17 anf=b+ab+bc+ad+bd+acd+ce+ace+abce+de+bde+acde+f+af+cf+abcf+df+adf+bdf+cdf+acef+bcef+def+cdef+acdef+g+ag+bg+dg+bdg+cdg+beg+deg+abdeg+cdeg+fg+abcfg+dfg+bdfg+efg+abcdefg
17 anf=bc+abd+bcd+abcd+abe+bce+af+abf+acf+bcf+abcf+bdf+acef+bcef+def+cdef+acdef+cg+dg+adg+bdg+eg+aeg+beg+ceg+abdeg+cdeg+fg+bfg+abcfg+bdfg+abcdefg
17 anf=abc+bd+e+ae+be+de+ade+cf+bcf+abcf+bdf+aef+cef+acef+bcef+def+cdef+acdef+ag+acg+bcg+adg+bdg+cdg+eg+beg+ceg+deg+abdeg+cdeg+afg+cfg+abcfg+dfg+bdfg+abcdefg
